Mn,Fe,Co,log(k*)400ºC (cm/s)
0.108433735,0.317269076,0.574297189,-9.065386215
0.104417671,0.317269076,0.578313253,-9.060243522
0.100401606,0.317269076,0.582329317,-9.060143018
0.096385542,0.317269076,0.586345382,-9.059182864
0.092369478,0.317269076,0.590361446,-9.056689966
0.088353414,0.317269076,0.59437751,-9.057021837
0.084337349,0.317269076,0.598393574,-9.054455125
0.080321285,0.317269076,0.602409639,-9.053394704
0.076305221,0.317269076,0.606425703,-9.053664496
0.072289157,0.317269076,0.610441767,-9.053949265
0.068273092,0.317269076,0.614457831,-9.053779422
0.064257028,0.317269076,0.618473896,-9.053892108
0.060240964,0.317269076,0.62248996,-9.054143494
0.0562249,0.317269076,0.626506024,-9.054143494
0.052208835,0.317269076,0.630522088,-9.054143494
0.048192771,0.317269076,0.634538153,-9.054143494
0.044176707,0.317269076,0.638554217,-9.054143494
0.040160643,0.317269076,0.642570281,-9.054143494
0.036144578,0.317269076,0.646586345,-9.054143494
0.032128514,0.317269076,0.65060241,-9.054143494
0.02811245,0.317269076,0.654618474,-9.054143494
0.024096386,0.317269076,0.658634538,-9.054143494
0.020080321,0.317269076,0.662650602,-9.054143494
0.016064257,0.317269076,0.666666667,-9.054143494
0.012048193,0.317269076,0.670682731,-9.054143494
0.008032129,0.317269076,0.674698795,-9.054143494
0.004016064,0.317269076,0.678714859,-9.054143494
1.11E-16,0.317269076,0.682730924,-9.054143494
0.678714859,0.321285141,0,-11.02309612
0.674698795,0.321285141,0.004016064,-11.02309612
0.670682731,0.321285141,0.008032129,-11.02309612
0.666666667,0.321285141,0.012048193,-11.02193893
0.662650602,0.321285141,0.016064257,-11.01735341
0.658634538,0.321285141,0.020080321,-10.99112304
0.654618474,0.321285141,0.024096386,-10.97115869
0.65060241,0.321285141,0.02811245,-10.91223837
0.646586345,0.321285141,0.032128514,-10.81790818
0.642570281,0.321285141,0.036144578,-10.8028128
0.638554217,0.321285141,0.040160643,-10.79211892
0.634538153,0.321285141,0.044176707,-10.78863423
0.630522088,0.321285141,0.048192771,-10.78869726
0.626506024,0.321285141,0.052208835,-10.78434961
0.62248996,0.321285141,0.0562249,-10.78494038
0.618473896,0.321285141,0.060240964,-10.7631319
0.614457831,0.321285141,0.064257028,-10.75687637
0.610441767,0.321285141,0.068273092,-10.7292009
0.606425703,0.321285141,0.072289157,-10.72023429
0.602409639,0.321285141,0.076305221,-10.71192763
0.598393574,0.321285141,0.080321285,-10.67498812
0.59437751,0.321285141,0.084337349,-10.66157764
0.590361446,0.321285141,0.088353414,-10.65026351
0.586345382,0.321285141,0.092369478,-10.6283122
0.582329317,0.321285141,0.096385542,-10.51688693
0.578313253,0.321285141,0.100401606,-10.50808004
0.574297189,0.321285141,0.104417671,-10.38596122
0.570281124,0.321285141,0.108433735,-10.38009798
0.56626506,0.321285141,0.112449799,-10.37269302
0.562248996,0.321285141,0.116465863,-10.37890677
0.558232932,0.321285141,0.120481928,-10.39053216
0.554216867,0.321285141,0.124497992,-10.40918371
0.550200803,0.321285141,0.128514056,-10.40186616
0.546184739,0.321285141,0.13253012,-10.40030302
0.542168675,0.321285141,0.136546185,-10.40318681
0.53815261,0.321285141,0.140562249,-10.41139607
0.534136546,0.321285141,0.144578313,-10.40976396
0.530120482,0.321285141,0.148594378,-10.4201216
0.526104418,0.321285141,0.152610442,-10.39928978
0.522088353,0.321285141,0.156626506,-10.3956171
0.518072289,0.321285141,0.16064257,-10.39043385
0.514056225,0.321285141,0.164658635,-10.37753842
0.510040161,0.321285141,0.168674699,-10.35371164
0.506024096,0.321285141,0.172690763,-10.34572088
0.502008032,0.321285141,0.176706827,-10.34726349
0.497991968,0.321285141,0.180722892,-10.34568271
0.493975904,0.321285141,0.184738956,-10.3486735
0.489959839,0.321285141,0.18875502,-10.33092135
0.485943775,0.321285141,0.192771084,-10.34909068
0.481927711,0.321285141,0.196787149,-10.34886725
0.477911647,0.321285141,0.200803213,-10.35067476
0.473895582,0.321285141,0.204819277,-10.36250635
0.469879518,0.321285141,0.208835341,-10.36509258
0.465863454,0.321285141,0.212851406,-10.36073288
0.46184739,0.321285141,0.21686747,-10.35230407
0.457831325,0.321285141,0.220883534,-10.36099139
0.453815261,0.321285141,0.224899598,-10.37353678
0.449799197,0.321285141,0.228915663,-10.37526524
0.445783133,0.321285141,0.232931727,-10.36567485
0.441767068,0.321285141,0.236947791,-10.37153871
0.437751004,0.321285141,0.240963855,-10.38102689
0.43373494,0.321285141,0.24497992,-10.38518907
0.429718876,0.321285141,0.248995984,-10.42033278
0.425702811,0.321285141,0.253012048,-10.4260731
0.421686747,0.321285141,0.257028112,-10.43162454
0.417670683,0.321285141,0.261044177,-10.43344058
0.413654618,0.321285141,0.265060241,-10.42771217
0.409638554,0.321285141,0.269076305,-10.40416248
0.40562249,0.321285141,0.273092369,-10.39761807
0.401606426,0.321285141,0.277108434,-10.33729231
0.397590361,0.321285141,0.281124498,-10.27135189
0.393574297,0.321285141,0.285140562,-10.25707853
0.389558233,0.321285141,0.289156627,-10.21465395
0.385542169,0.321285141,0.293172691,-10.22014366
0.381526104,0.321285141,0.297188755,-10.18561214
0.37751004,0.321285141,0.301204819,-10.11988919
0.373493976,0.321285141,0.305220884,-10.11542489
0.369477912,0.321285141,0.309236948,-10.05894739
0.365461847,0.321285141,0.313253012,-9.993239225
0.361445783,0.321285141,0.317269076,-9.943296819
0.357429719,0.321285141,0.321285141,-9.915515056
0.353413655,0.321285141,0.325301205,-9.907212026
0.34939759,0.321285141,0.329317269,-9.877228932
0.345381526,0.321285141,0.333333333,-9.872069058
0.341365462,0.321285141,0.337349398,-9.825642277
0.337349398,0.321285141,0.341365462,-9.81430652
0.333333333,0.321285141,0.345381526,-9.796474131
0.329317269,0.321285141,0.34939759,-9.769293725
0.325301205,0.321285141,0.353413655,-9.749042355
0.321285141,0.321285141,0.357429719,-9.659763258
0.317269076,0.321285141,0.361445783,-9.647775866
0.313253012,0.321285141,0.365461847,-9.60136809
0.309236948,0.321285141,0.369477912,-9.580292992
0.305220884,0.321285141,0.373493976,-9.574844147
0.301204819,0.321285141,0.37751004,-9.56997682
0.297188755,0.321285141,0.381526104,-9.558122205
0.293172691,0.321285141,0.385542169,-9.551216687
0.289156627,0.321285141,0.389558233,-9.549829322
0.285140562,0.321285141,0.393574297,-9.491602002
0.281124498,0.321285141,0.397590361,-9.469598937
0.277108434,0.321285141,0.401606426,-9.459028484
0.273092369,0.321285141,0.40562249,-9.450738982
0.269076305,0.321285141,0.409638554,-9.433108213
0.265060241,0.321285141,0.413654618,-9.424324969
0.261044177,0.321285141,0.417670683,-9.40233696
0.257028112,0.321285141,0.421686747,-9.376530804
0.253012048,0.321285141,0.425702811,-9.354796539
0.248995984,0.321285141,0.429718876,-9.354991423
0.24497992,0.321285141,0.43373494,-9.353722245
0.240963855,0.321285141,0.437751004,-9.351030949
0.236947791,0.321285141,0.441767068,-9.35768024
0.232931727,0.321285141,0.445783133,-9.353563954
0.228915663,0.321285141,0.449799197,-9.330659599
0.224899598,0.321285141,0.453815261,-9.327651511
0.220883534,0.321285141,0.457831325,-9.329375028
0.21686747,0.321285141,0.46184739,-9.318743934
0.212851406,0.321285141,0.465863454,-9.320612112
0.208835341,0.321285141,0.469879518,-9.316055315
0.204819277,0.321285141,0.473895582,-9.316055315
0.200803213,0.321285141,0.477911647,-9.31120931
0.196787149,0.321285141,0.481927711,-9.289529756
0.192771084,0.321285141,0.485943775,-9.289418071
0.18875502,0.321285141,0.489959839,-9.282950108
0.184738956,0.321285141,0.493975904,-9.282292958
0.180722892,0.321285141,0.497991968,-9.282314575
0.176706827,0.321285141,0.502008032,-9.263987578
0.172690763,0.321285141,0.506024096,-9.255872041
0.168674699,0.321285141,0.510040161,-9.183397966
0.164658635,0.321285141,0.514056225,-9.122266951
0.16064257,0.321285141,0.518072289,-9.11713042
0.156626506,0.321285141,0.522088353,-9.077195834
0.152610442,0.321285141,0.526104418,-9.074215944
0.148594378,0.321285141,0.530120482,-9.071346577
0.144578313,0.321285141,0.534136546,-9.076733018
0.140562249,0.321285141,0.53815261,-9.078975113
0.136546185,0.321285141,0.542168675,-9.078975113
0.13253012,0.321285141,0.546184739,-9.075779779
0.128514056,0.321285141,0.550200803,-9.073553886
0.124497992,0.321285141,0.554216867,-9.071253884
0.120481928,0.321285141,0.558232932,-9.067839298
0.116465863,0.321285141,0.562248996,-9.067839298
0.112449799,0.321285141,0.56626506,-9.066746032
0.108433735,0.321285141,0.570281124,-9.065468387
0.104417671,0.321285141,0.574297189,-9.064005686
0.100401606,0.321285141,0.578313253,-9.059630648
0.096385542,0.321285141,0.582329317,-9.058670494
0.092369478,0.321285141,0.586345382,-9.058670494
0.088353414,0.321285141,0.590361446,-9.056177596
0.084337349,0.321285141,0.59437751,-9.056509467
0.080321285,0.321285141,0.598393574,-9.053942755
0.076305221,0.321285141,0.602409639,-9.052882334
0.072289157,0.321285141,0.606425703,-9.053152126
0.068273092,0.321285141,0.610441767,-9.053436895
0.064257028,0.321285141,0.614457831,-9.053267052
0.060240964,0.321285141,0.618473896,-9.053379738
0.0562249,0.321285141,0.62248996,-9.053631124
0.052208835,0.321285141,0.626506024,-9.053631124
0.048192771,0.321285141,0.630522088,-9.053631124
0.044176707,0.321285141,0.634538153,-9.053631124
0.040160643,0.321285141,0.638554217,-9.053631124
0.036144578,0.321285141,0.642570281,-9.053631124
0.032128514,0.321285141,0.646586345,-9.053631124
0.02811245,0.321285141,0.65060241,-9.053631124
0.024096386,0.321285141,0.654618474,-9.053631124
0.020080321,0.321285141,0.658634538,-9.053631124
0.016064257,0.321285141,0.662650602,-9.053631124
0.012048193,0.321285141,0.666666667,-9.053631124
0.008032129,0.321285141,0.670682731,-9.053631124
0.004016064,0.321285141,0.674698795,-9.053631124
1.11E-16,0.321285141,0.678714859,-9.053631124
0.674698795,0.325301205,0,-11.02309612
0.670682731,0.325301205,0.004016064,-11.02309612
0.666666667,0.325301205,0.008032129,-11.02193893
0.662650602,0.325301205,0.012048193,-11.01735341
0.658634538,0.325301205,0.016064257,-10.99112304
0.654618474,0.325301205,0.020080321,-10.97115869
0.65060241,0.325301205,0.024096386,-10.91223837
0.646586345,0.325301205,0.02811245,-10.81790818
0.642570281,0.325301205,0.032128514,-10.8028128
0.638554217,0.325301205,0.036144578,-10.79211892
0.634538153,0.325301205,0.040160643,-10.78863423
0.630522088,0.325301205,0.044176707,-10.78869726
0.626506024,0.325301205,0.048192771,-10.78434961
0.62248996,0.325301205,0.052208835,-10.78494038
0.618473896,0.325301205,0.0562249,-10.7631319
0.614457831,0.325301205,0.060240964,-10.75687637
0.610441767,0.325301205,0.064257028,-10.7292009
0.606425703,0.325301205,0.068273092,-10.72023429
0.602409639,0.325301205,0.072289157,-10.71192763
0.598393574,0.325301205,0.076305221,-10.67498812
0.59437751,0.325301205,0.080321285,-10.66157764
0.590361446,0.325301205,0.084337349,-10.65026351
0.586345382,0.325301205,0.088353414,-10.6283122
0.582329317,0.325301205,0.092369478,-10.51688693
0.578313253,0.325301205,0.096385542,-10.50808004
0.574297189,0.325301205,0.100401606,-10.38596122
0.570281124,0.325301205,0.104417671,-10.38009798
0.56626506,0.325301205,0.108433735,-10.37269302
0.562248996,0.325301205,0.112449799,-10.37890677
0.558232932,0.325301205,0.116465863,-10.39053216
0.554216867,0.325301205,0.120481928,-10.41494063
0.550200803,0.325301205,0.124497992,-10.4035738
0.546184739,0.325301205,0.128514056,-10.40126139
0.542168675,0.325301205,0.13253012,-10.40596903
0.53815261,0.325301205,0.136546185,-10.40218298
0.534136546,0.325301205,0.140562249,-10.40830739
0.530120482,0.325301205,0.144578313,-10.40765871
0.526104418,0.325301205,0.148594378,-10.40245947
0.522088353,0.325301205,0.152610442,-10.39853417
0.518072289,0.325301205,0.156626506,-10.39440125
0.514056225,0.325301205,0.16064257,-10.37451611
0.510040161,0.325301205,0.164658635,-10.35129418
0.506024096,0.325301205,0.168674699,-10.33992653
0.502008032,0.325301205,0.172690763,-10.34085653
0.497991968,0.325301205,0.176706827,-10.33452021
0.493975904,0.325301205,0.180722892,-10.33872211
0.489959839,0.325301205,0.184738956,-10.30926548
0.485943775,0.325301205,0.18875502,-10.32293208
0.481927711,0.325301205,0.192771084,-10.33334953
0.477911647,0.325301205,0.196787149,-10.34580255
0.473895582,0.325301205,0.200803213,-10.35645749
0.469879518,0.325301205,0.204819277,-10.36058435
0.465863454,0.325301205,0.208835341,-10.3596691
0.46184739,0.325301205,0.212851406,-10.3554183
0.457831325,0.325301205,0.21686747,-10.35385282
0.453815261,0.325301205,0.220883534,-10.36607908
0.449799197,0.325301205,0.224899598,-10.37554745
0.445783133,0.325301205,0.228915663,-10.37073332
0.441767068,0.325301205,0.232931727,-10.37111338
0.437751004,0.325301205,0.236947791,-10.38672743
0.43373494,0.325301205,0.240963855,-10.38485266
0.429718876,0.325301205,0.24497992,-10.41528531
0.425702811,0.325301205,0.248995984,-10.4369767
0.421686747,0.325301205,0.253012048,-10.4260731
0.417670683,0.325301205,0.257028112,-10.43741834
0.413654618,0.325301205,0.261044177,-10.43344058
0.409638554,0.325301205,0.265060241,-10.42841684
0.40562249,0.325301205,0.269076305,-10.40416248
0.401606426,0.325301205,0.273092369,-10.40365007
0.397590361,0.325301205,0.277108434,-10.29098851
0.393574297,0.325301205,0.281124498,-10.25666918
0.389558233,0.325301205,0.285140562,-10.23954861
0.385542169,0.325301205,0.289156627,-10.21951597
0.381526104,0.325301205,0.293172691,-10.21781151
0.37751004,0.325301205,0.297188755,-10.18055219
0.373493976,0.325301205,0.301204819,-10.12181502
0.369477912,0.325301205,0.305220884,-10.11124807
0.365461847,0.325301205,0.309236948,-10.05131341
0.361445783,0.325301205,0.313253012,-9.995128153
0.357429719,0.325301205,0.317269076,-9.94438483
0.353413655,0.325301205,0.321285141,-9.910812345
0.34939759,0.325301205,0.325301205,-9.889518939
0.345381526,0.325301205,0.329317269,-9.872705537
0.341365462,0.325301205,0.333333333,-9.841908011
0.337349398,0.325301205,0.337349398,-9.820205089
0.333333333,0.325301205,0.341365462,-9.809095602
0.329317269,0.325301205,0.345381526,-9.781199748
0.325301205,0.325301205,0.34939759,-9.767410862
0.321285141,0.325301205,0.353413655,-9.715601336
0.317269076,0.325301205,0.357429719,-9.665344822
0.313253012,0.325301205,0.361445783,-9.65665938
0.309236948,0.325301205,0.365461847,-9.606143003
0.305220884,0.325301205,0.369477912,-9.585281465
0.301204819,0.325301205,0.373493976,-9.581316749
0.297188755,0.325301205,0.37751004,-9.573453032
0.293172691,0.325301205,0.381526104,-9.557689289
0.289156627,0.325301205,0.385542169,-9.556866789
0.285140562,0.325301205,0.389558233,-9.554742403
0.281124498,0.325301205,0.393574297,-9.488917113
0.277108434,0.325301205,0.397590361,-9.470271717
0.273092369,0.325301205,0.401606426,-9.463831066
0.269076305,0.325301205,0.40562249,-9.449359735
0.265060241,0.325301205,0.409638554,-9.436131209
0.261044177,0.325301205,0.413654618,-9.408379474
0.257028112,0.325301205,0.417670683,-9.387860202
0.253012048,0.325301205,0.421686747,-9.358267199
0.248995984,0.325301205,0.425702811,-9.356997198
0.24497992,0.325301205,0.429718876,-9.357909135
0.240963855,0.325301205,0.43373494,-9.354177946
0.236947791,0.325301205,0.437751004,-9.35924645
0.232931727,0.325301205,0.441767068,-9.359658875
0.228915663,0.325301205,0.445783133,-9.328870213
0.224899598,0.325301205,0.449799197,-9.32733805
0.220883534,0.325301205,0.453815261,-9.327615434
0.21686747,0.325301205,0.457831325,-9.321465713
0.212851406,0.325301205,0.46184739,-9.318707858
0.208835341,0.325301205,0.465863454,-9.315049353
0.204819277,0.325301205,0.469879518,-9.315049353
0.200803213,0.325301205,0.473895582,-9.310566189
0.196787149,0.325301205,0.477911647,-9.287058531
0.192771084,0.325301205,0.481927711,-9.288903659
0.18875502,0.325301205,0.485943775,-9.282550248
0.184738956,0.325301205,0.489959839,-9.282950108
0.180722892,0.325301205,0.493975904,-9.281261069
0.176706827,0.325301205,0.497991968,-9.264176274
0.172690763,0.325301205,0.502008032,-9.255872041
0.168674699,0.325301205,0.506024096,-9.183397966
0.164658635,0.325301205,0.510040161,-9.122266951
0.16064257,0.325301205,0.514056225,-9.118680478
0.156626506,0.325301205,0.518072289,-9.098979521
0.152610442,0.325301205,0.522088353,-9.072117958
0.148594378,0.325301205,0.526104418,-9.07094828
0.144578313,0.325301205,0.530120482,-9.062206306
0.140562249,0.325301205,0.534136546,-9.075413129
0.136546185,0.325301205,0.53815261,-9.077655224
0.13253012,0.325301205,0.542168675,-9.076238769
0.128514056,0.325301205,0.546184739,-9.07445989
0.124497992,0.325301205,0.550200803,-9.071979761
0.120481928,0.325301205,0.554216867,-9.069933994
0.116465863,0.325301205,0.558232932,-9.066519409
0.112449799,0.325301205,0.562248996,-9.066519409
0.108433735,0.325301205,0.56626506,-9.065426143
0.104417671,0.325301205,0.570281124,-9.064148498
0.100401606,0.325301205,0.574297189,-9.062585293
0.096385542,0.325301205,0.578313253,-9.058177124
0.092369478,0.325301205,0.582329317,-9.058177124
0.088353414,0.325301205,0.586345382,-9.058177124
0.084337349,0.325301205,0.590361446,-9.055684226
0.080321285,0.325301205,0.59437751,-9.056016097
0.076305221,0.325301205,0.598393574,-9.053449385
0.072289157,0.325301205,0.602409639,-9.052388964
0.068273092,0.325301205,0.606425703,-9.052658756
0.064257028,0.325301205,0.610441767,-9.052943525
0.060240964,0.325301205,0.614457831,-9.052773682
0.0562249,0.325301205,0.618473896,-9.052886368
0.052208835,0.325301205,0.62248996,-9.053137754
0.048192771,0.325301205,0.626506024,-9.053137754
0.044176707,0.325301205,0.630522088,-9.053137754
0.040160643,0.325301205,0.634538153,-9.053137754
0.036144578,0.325301205,0.638554217,-9.053137754
0.032128514,0.325301205,0.642570281,-9.053137754
0.02811245,0.325301205,0.646586345,-9.053137754
0.024096386,0.325301205,0.65060241,-9.053137754
0.020080321,0.325301205,0.654618474,-9.053137754
0.016064257,0.325301205,0.658634538,-9.053137754
0.012048193,0.325301205,0.662650602,-9.053137754
0.008032129,0.325301205,0.666666667,-9.053137754
0.004016064,0.325301205,0.670682731,-9.053137754
0,0.325301205,0.674698795,-9.053137754
0.670682731,0.329317269,0,-11.02309612
0.666666667,0.329317269,0.004016064,-11.02193893
0.662650602,0.329317269,0.008032129,-11.01735341
0.658634538,0.329317269,0.012048193,-10.99112304
0.654618474,0.329317269,0.016064257,-10.97115869
0.65060241,0.329317269,0.020080321,-10.91223837
0.646586345,0.329317269,0.024096386,-10.81790818
0.642570281,0.329317269,0.02811245,-10.8028128
0.638554217,0.329317269,0.032128514,-10.79211892
0.634538153,0.329317269,0.036144578,-10.78863423
0.630522088,0.329317269,0.040160643,-10.78869726
0.626506024,0.329317269,0.044176707,-10.78434961
0.62248996,0.329317269,0.048192771,-10.78494038
0.618473896,0.329317269,0.052208835,-10.7631319
0.614457831,0.329317269,0.0562249,-10.75687637
0.610441767,0.329317269,0.060240964,-10.7292009
0.606425703,0.329317269,0.064257028,-10.72023429
0.602409639,0.329317269,0.068273092,-10.71192763
0.598393574,0.329317269,0.072289157,-10.67498812
0.59437751,0.329317269,0.076305221,-10.66157764
0.590361446,0.329317269,0.080321285,-10.65026351
0.586345382,0.329317269,0.084337349,-10.6283122
0.582329317,0.329317269,0.088353414,-10.51688693
0.578313253,0.329317269,0.092369478,-10.50808004
0.574297189,0.329317269,0.096385542,-10.38596122
0.570281124,0.329317269,0.100401606,-10.38009798
0.56626506,0.329317269,0.104417671,-10.37269302
0.562248996,0.329317269,0.108433735,-10.37890677
0.558232932,0.329317269,0.112449799,-10.39053216
0.554216867,0.329317269,0.116465863,-10.41494063
0.550200803,0.329317269,0.120481928,-10.40933072
0.546184739,0.329317269,0.124497992,-10.40296904
0.542168675,0.329317269,0.128514056,-10.40692741
0.53815261,0.329317269,0.13253012,-10.40496521
0.534136546,0.329317269,0.136546185,-10.39762509
0.530120482,0.329317269,0.140562249,-10.40620214
0.526104418,0.329317269,0.144578313,-10.39064098
0.522088353,0.329317269,0.148594378,-10.40170386
0.518072289,0.329317269,0.152610442,-10.39659088
0.514056225,0.329317269,0.156626506,-10.37877514
0.510040161,0.329317269,0.16064257,-10.34754442
0.506024096,0.329317269,0.164658635,-10.34048958
0.502008032,0.329317269,0.168674699,-10.33804269
0.497991968,0.329317269,0.172690763,-10.32838209
0.493975904,0.329317269,0.176706827,-10.32733687
0.489959839,0.329317269,0.180722892,-10.2992605
0.485943775,0.329317269,0.184738956,-10.30122263
0.481927711,0.329317269,0.18875502,-10.31257197
0.477911647,0.329317269,0.192771084,-10.33023124
0.473895582,0.329317269,0.196787149,-10.34969292
0.469879518,0.329317269,0.200803213,-10.35264313
0.465863454,0.329317269,0.204819277,-10.35641631
0.46184739,0.329317269,0.208835341,-10.35246215
0.457831325,0.329317269,0.212851406,-10.35507469
0.453815261,0.329317269,0.21686747,-10.35704815
0.449799197,0.329317269,0.220883534,-10.36619739
0.445783133,0.329317269,0.224899598,-10.37189818
0.441767068,0.329317269,0.228915663,-10.38238195
0.437751004,0.329317269,0.232931727,-10.38646834
0.43373494,0.329317269,0.236947791,-10.39071945
0.429718876,0.329317269,0.240963855,-10.41675272
0.425702811,0.329317269,0.24497992,-10.43192923
0.421686747,0.329317269,0.248995984,-10.4369767
0.417670683,0.329317269,0.253012048,-10.43186689
0.413654618,0.329317269,0.257028112,-10.43741834
0.409638554,0.329317269,0.261044177,-10.43414525
0.40562249,0.329317269,0.265060241,-10.42658858
0.401606426,0.329317269,0.269076305,-10.40836622
0.397590361,0.329317269,0.273092369,-10.35436701
0.393574297,0.329317269,0.277108434,-10.27602202
0.389558233,0.329317269,0.281124498,-10.23708154
0.385542169,0.329317269,0.285140562,-10.24295498
0.381526104,0.329317269,0.289156627,-10.21512612
0.37751004,0.329317269,0.293172691,-10.21517438
0.373493976,0.329317269,0.297188755,-10.18305351
0.369477912,0.329317269,0.301204819,-10.11482515
0.365461847,0.329317269,0.305220884,-10.10115804
0.361445783,0.329317269,0.309236948,-10.05038928
0.357429719,0.329317269,0.313253012,-9.99340311
0.353413655,0.329317269,0.317269076,-9.936869066
0.34939759,0.329317269,0.321285141,-9.890306204
0.345381526,0.329317269,0.325301205,-9.880918325
0.341365462,0.329317269,0.329317269,-9.83846727
0.337349398,0.329317269,0.333333333,-9.83144258
0.333333333,0.329317269,0.337349398,-9.809965928
0.329317269,0.329317269,0.341365462,-9.78420456
0.325301205,0.329317269,0.345381526,-9.773246971
0.321285141,0.329317269,0.34939759,-9.729573762
0.317269076,0.329317269,0.353413655,-9.71309782
0.313253012,0.329317269,0.357429719,-9.666143256
0.309236948,0.329317269,0.361445783,-9.653349212
0.305220884,0.329317269,0.365461847,-9.603046395
0.301204819,0.329317269,0.369477912,-9.583668986
0.297188755,0.329317269,0.373493976,-9.576707881
0.293172691,0.329317269,0.37751004,-9.565792169
0.289156627,0.329317269,0.381526104,-9.556866789
0.285140562,0.329317269,0.385542169,-9.555307267
0.281124498,0.329317269,0.389558233,-9.545616617
0.277108434,0.329317269,0.393574297,-9.48311729
0.273092369,0.329317269,0.397590361,-9.468601696
0.269076305,0.329317269,0.401606426,-9.455979217
0.265060241,0.329317269,0.40562249,-9.444600548
0.261044177,0.329317269,0.409638554,-9.413713112
0.257028112,0.329317269,0.413654618,-9.387685531
0.253012048,0.329317269,0.417670683,-9.362995152
0.248995984,0.329317269,0.421686747,-9.356997198
0.24497992,0.329317269,0.425702811,-9.356444249
0.240963855,0.329317269,0.429718876,-9.354894175
0.236947791,0.329317269,0.43373494,-9.360414812
0.232931727,0.329317269,0.437751004,-9.35924645
0.228915663,0.329317269,0.441767068,-9.33203611
0.224899598,0.329317269,0.445783133,-9.325840157
0.220883534,0.329317269,0.449799197,-9.32733805
0.21686747,0.329317269,0.453815261,-9.320255317
0.212851406,0.329317269,0.457831325,-9.321465713
0.208835341,0.329317269,0.46184739,-9.313181176
0.204819277,0.329317269,0.465863454,-9.315049353
0.200803213,0.329317269,0.469879518,-9.310566189
0.196787149,0.329317269,0.473895582,-9.286233202
0.192771084,0.329317269,0.477911647,-9.286613067
0.18875502,0.329317269,0.481927711,-9.281210507
0.184738956,0.329317269,0.485943775,-9.281724919
0.180722892,0.329317269,0.489959839,-9.281092889
0.176706827,0.329317269,0.493975904,-9.262297438
0.172690763,0.329317269,0.497991968,-9.255235408
0.168674699,0.329317269,0.502008032,-9.182572637
0.164658635,0.329317269,0.506024096,-9.121441622
0.16064257,0.329317269,0.510040161,-9.117855149
0.156626506,0.329317269,0.514056225,-9.098197524
0.152610442,0.329317269,0.518072289,-9.087617874
0.148594378,0.329317269,0.522088353,-9.069344853
0.144578313,0.329317269,0.526104418,-9.063127899
0.140562249,0.329317269,0.530120482,-9.062206306
0.136546185,0.329317269,0.534136546,-9.075413129
0.13253012,0.329317269,0.53815261,-9.076238769
0.128514056,0.329317269,0.542168675,-9.076238769
0.124497992,0.329317269,0.546184739,-9.074205654
0.120481928,0.329317269,0.550200803,-9.071979761
0.116465863,0.329317269,0.554216867,-9.069933994
0.112449799,0.329317269,0.558232932,-9.066519409
0.108433735,0.329317269,0.562248996,-9.066519409
0.104417671,0.329317269,0.56626506,-9.065426143
0.100401606,0.329317269,0.570281124,-9.064148498
0.096385542,0.329317269,0.574297189,-9.061625139
0.092369478,0.329317269,0.578313253,-9.058177124
0.088353414,0.329317269,0.582329317,-9.058177124
0.084337349,0.329317269,0.586345382,-9.058177124
0.080321285,0.329317269,0.590361446,-9.055684226
0.076305221,0.329317269,0.59437751,-9.056016097
0.072289157,0.329317269,0.598393574,-9.053449385
0.068273092,0.329317269,0.602409639,-9.052388964
0.064257028,0.329317269,0.606425703,-9.052658756
0.060240964,0.329317269,0.610441767,-9.052943525
0.0562249,0.329317269,0.614457831,-9.052773682
0.052208835,0.329317269,0.618473896,-9.052886368
0.048192771,0.329317269,0.62248996,-9.053137754
0.044176707,0.329317269,0.626506024,-9.053137754
0.040160643,0.329317269,0.630522088,-9.053137754
0.036144578,0.329317269,0.634538153,-9.053137754
0.032128514,0.329317269,0.638554217,-9.053137754
0.02811245,0.329317269,0.642570281,-9.053137754
0.024096386,0.329317269,0.646586345,-9.053137754
0.020080321,0.329317269,0.65060241,-9.053137754
0.016064257,0.329317269,0.654618474,-9.053137754
0.012048193,0.329317269,0.658634538,-9.053137754
0.008032129,0.329317269,0.662650602,-9.053137754
0.004016064,0.329317269,0.666666667,-9.053137754
1.11E-16,0.329317269,0.670682731,-9.053137754
0.666666667,0.333333333,0,-11.02193893
0.662650602,0.333333333,0.004016064,-11.01735341
0.658634538,0.333333333,0.008032129,-10.99112304
0.654618474,0.333333333,0.012048193,-10.97115869
0.65060241,0.333333333,0.016064257,-10.91049519
0.646586345,0.333333333,0.020080321,-10.816165
0.642570281,0.333333333,0.024096386,-10.80106961
0.638554217,0.333333333,0.02811245,-10.7883859
0.634538153,0.333333333,0.032128514,-10.78490121
0.630522088,0.333333333,0.036144578,-10.78136681
0.626506024,0.333333333,0.040160643,-10.77701916
0.62248996,0.333333333,0.044176707,-10.77760993
0.618473896,0.333333333,0.048192771,-10.75487027
0.614457831,0.333333333,0.052208835,-10.74861474
0.610441767,0.333333333,0.0562249,-10.72093927
0.606425703,0.333333333,0.060240964,-10.70879193
0.602409639,0.333333333,0.064257028,-10.70048527
0.598393574,0.333333333,0.068273092,-10.66354577
0.59437751,0.333333333,0.072289157,-10.65013529
0.590361446,0.333333333,0.076305221,-10.63882116
0.586345382,0.333333333,0.080321285,-10.61293485
0.582329317,0.333333333,0.084337349,-10.49978845
0.578313253,0.333333333,0.088353414,-10.49098156
0.574297189,0.333333333,0.092369478,-10.36326343
